"","pdat.date","Argentina","Bahrain","Brazil","Chile","China","Colombia","Dominican.Republic","Egypt","Ghana","Hungary","Indonesia","Kazakhstan","Malaysia","Mexico","Panama","Peru","Philippines","Poland","Qatar","Romania","Russia","Saudi.Arabia","South.Africa","Sri.Lanka","Turkey","Ukraine","Uruguay","India","Thailand","Czechia"
"11",2019-07-10,-0.0217227324949798,-0.0133105243438276,-0.0388544582239438,-0.0215179213394134,-0.00987946002208639,-0.00681124213473971,-0.000652170205208691,-0.00139624939384486,0.00499706402234334,0.000495049515060408,-0.0134533711880378,0.000409137407684668,-0.0408523200649804,0.00662624514755628,-0.0104448995670845,-0.0117455860766182,-0.0113499394333116,0,-0.00352497217700343,-0.0012368585373963,-0.0112355600762584,0.012504031686686,-0.00916185154491611,0,0.00404962620274585,0.0000204004610511177,-0.0139380883179649,-0.000105191185075348,-0.00884835229271452,0.00142823161626371
"12",2019-07-11,0.0281062442975344,-0.00647251450561726,-0.00677968698537956,0.0123137415800878,-0.0113782720649986,-0.0113409772718125,-0.00288838657586954,-0.0013664026022111,0.00225463352044386,-0.000123739404971346,-0.0265267543334282,0.00109021542550813,-0.0195221510912309,0.00316848905626799,0.00541615333756162,0.000580888776136934,-0.00510882893128706,-0.021932139334341,-0.00827358033137227,0.00426631386974918,-0.0274729761504764,-0.0376078413022967,-0.0282509902399406,0,0.00777123472741081,-0.0000408013382902084,-0.00392201309555151,0.000105191185075348,-0.00402183822782032,-0.00214311309553494
"13",2019-07-12,-0.0129660732799861,0.0017051720740433,-0.0125239861850375,-0.0128645540423755,0.000233508465742549,-0.0332661267138725,-0.00400248964388972,-0.0018141604937405,0,-0.000123754718305946,0.00489682685393067,0.000136193394830286,0.00231660335263539,-0.02994105723422,-0.00577827537664444,-0.0132503887197251,0.00225110091991576,0.0180391903789321,-0.00475867655307916,-0.0083249440182751,0.0114533734188891,-0.00589367497146753,0.00119058822849105,0,0.0154635765743363,0.0000408013382902084,-0.00224807603249388,0,0.00402183822782032,0.00119118537015295
"14",2019-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2019-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",2019-07-15,-0.017664903245298,0.00190966514361879,-0.00313602765834808,-0.0133113446382391,0.000466853416509316,-0.00933356063766677,-0.00990227503096275,0.00254525924052551,-0.0136522504007104,0.000865961580680974,-0.00302854046275947,-0.00136276935781066,-0.00308999859613479,-0.0265134923621311,-0.0116576912218163,-0.00787715770615049,-0.00266093699122605,0.00081228174395509,-0.00187569327735382,-0.00146967410999199,-0.00683747336692253,-0.019201420239324,-0.00294772705524071,0,-0.0226466737628988,0,-0.00360746685119206,0,-0.000573558948904207,0.000476077133486186
"17",2019-07-16,0.0269578880654224,0.0305919181838741,0.00945652000379127,-0.00307563502620889,-0.00374094427391825,0.0102859416620342,0.00636955913442705,0.000635303855426095,-0.00999052286635393,-0.000618467457403682,-0.00198517026717404,-0.000545628167949452,-0.00116121553594173,0.0256321244221223,0.000915667127434183,-0.00535237673859168,0.00184294103559424,0.00502147325491542,-0.0217399866364056,-0.000905489592145869,-0.0233917673272481,-0.0265478824479777,-0.0105446912327354,0,-0.0268409895629373,-0.0000408013382902084,0.120058007260355,0,-0.00806455983673038,0.00071369100210239
"18",2019-07-17,0.00519864176869866,-0.00714533851697841,0.0027187650257563,0.0172130846267535,0.0190260959627184,0.012534159602529,0.00117895918506861,-0.00448752364284033,-0.00563666761945658,-0.00160980778991249,0.00443201098693002,0.000545628167949452,0.0263726348824376,0.0170481027094,-0.00054929965676731,0.00574771179019251,0.0154286454730665,0.004513952529976,-0.00963989587546621,-0.000226500567220178,0.00938434541837729,0.000672359334144446,-0.000380928199641417,0,-0.0111166533036382,0.0000408013382902084,0.00280056194245581,-0.109377314299173,0.0157799860225913,0
"19",2019-07-18,0.00472887599334193,0.00472890560534989,-0.00724048474369887,0.0112222335538692,0.0168645747213496,0.0041043739822717,0.00352856075799135,-0.00373903891820415,0.0121490089728216,0,0.0116852142355137,0.000272702483282927,0.00226073947078786,-0.0101063763147291,0.00274348594575091,0.00610779162082453,-0.000201470737057008,0.00337214289841103,0.00526964156381027,0.00890799147567645,0.00228484486300751,0.000268817205919092,-0.000190518528502714,0,0.00172443567478275,0.0000204000448809083,0.00144721436542294,0,-0.00742860559017622,0
"20",2019-07-19,-0.0118980058713589,-0.0177780652025534,-0.00219023867282075,-0.0071019145808493,-0.0344861760711694,-0.00398687207273074,0,-0.000320225441445388,0.00628050119621104,-0.000991940564905036,-0.0186921330121521,-0.000545479353495359,-0.0243821602211489,0.00802376535720217,-0.00310985341641778,-0.00413345731710679,-0.0242695709144582,0.000641025662976524,-0.0260907514091633,-0.00664529110990841,-0.00696600937022307,-0.000806668503005703,0.00361365974755312,0,-0.027981559757575,-0.000040800505932026,-0.00399740701186158,-0.000117350231901625,-0.00488717373474623,-0.00261936094518322
"21",2019-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2019-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",2019-07-22,-0.000168119028668201,0.0027872297422773,-0.00305870596493918,0.00109589052063752,0.00186959624451033,0.000704721664120278,-0.0074174545480119,0.0000320271590332766,0.0031018790039985,-0.00522389247657262,0.00421004013253334,0.00449133112938149,0.0026959384709091,0.00312229221562177,0.0049346714410472,0.00157666567939474,0.00268013767276232,0.00128081989972273,-0.00921332504060324,0.00765510886752896,-0.0000957625090514114,0.00026896180904501,-0.0066031985959194,0,0.00117145478096248,0.0000204004610511177,0.00180081085132144,0.000117350231901625,-0.0028860048891346,0.00166765970751692
"24",2019-07-23,-0.0000560459576997019,-0.00475937385491143,-0.00503977757801355,-0.0179587641825769,-0.0136344378240967,-0.00612415057384563,0.00544714678465485,-0.00636146723617426,-0.00052025446345727,0.0041067819526539,-0.00926203936372527,-0.000135804984251919,-0.0237411423048952,0.00181684524606318,0.00163949394588858,-0.0083053671003861,-0.016608228955783,-0.000160012801365461,-0.0126017556610352,0.00212849461415754,0,-0.00661047938416992,0.0000637003535590708,0,-0.0200760255896331,-0.0000204004610511177,-0.000900000060750195,0,-0.0160236494681576,-0.000714370788803986
"25",2019-07-24,0.0424876841705544,-0.0225008972973164,-0.0109542292380791,-0.0168685472962302,-0.0205650480425414,-0.0105695420168628,-0.00245968494556159,0.00109525507840136,-0.0100799636283,0.00680737822802424,-0.0132797777984131,-0.0073609928883247,-0.0134815681857132,-0.0122626226782252,-0.00309908187149777,-0.012991089069565,-0.00608925766040347,0.00175873416506178,-0.014439347503,0.00613601523573593,-0.0238406484744917,-0.0202358559393678,-0.00318999887714622,0,-0.00977033705246821,0.0000204004610511177,0.000900000060750195,0,-0.0177782460212836,0.00190385588206698
"26",2019-07-25,0.0384117524541256,-0.0112517578080285,-0.00793305174079606,-0.00768468275854728,-0.0182865024904149,-0.00550701738948423,-0.000589837464839427,-0.00850353508235546,-0.0210554427080467,0.00172541329470377,-0.0351041084890271,-0.000136826982494398,-0.0236303027897868,-0.00790656846641458,-0.00861837185574066,-0.00463757258229425,-0.0230091105092578,0.000479118431268688,-0.0258773529023673,-0.00938659255290286,-0.0146218767880262,-0.0069300346646699,0.0293434980863667,0,-0.0136133375824716,-0.0000204004610511177,-0.000900000060750195,0.000117336462440498,-0.0102164350150828,0
"27",2019-07-26,-0.0460686751287236,-0.00563093374206058,-0.00921367546036578,-0.010338977795179,-0.013875346493617,-0.0117129878624622,-0.00111122697825738,-0.00756171915749615,0.00753619708724518,0.00295094275373486,-0.0321595356507141,-0.0021917816993442,-0.0175244150740803,0.00895607004953991,-0.0348545680443908,-0.0107691785477675,-0.0211267794608974,0.00175480622521107,-0.00768347998194807,0.00637907148894801,0,0,0.0488640352349075,0,-0.0110947037624705,0.0000204004610511177,0.000600090031509737,-0.122811496695217,-0.0021164029063776,0.00023772732787597
"28",2019-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2019-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2019-07-29,-0.0131309129272772,-0.0193509839225277,0.00736159939848058,0.0188738802450166,-0.000249532128556051,0.0196049336420971,0.00170106444309681,0.000752211701289696,0.00875305493242706,0.00183992692200707,-0.00217266364461999,0.000137127185680264,0.00228524042528955,0.00218293035821659,-0.00401261644729178,0.000816826673963877,0.00329634404622592,0.00127429134796841,-0.00521992485395995,-0.0053691404150582,-0.00488852173213061,-0.00655831556011943,-0.00592699696206367,0,-0.00663534154183765,0,0.000849511581958673,0.000132652384620791,0.00362538161431702,0.00118778966334521
"31",2019-07-30,0.00880206622062651,0.00600080071793041,0.0112207637168282,0.0132265893316754,0.0116612163758005,0.00783015033948953,0.00131720355971598,0.00143743899301452,0.0106743458579093,-0.0014716706114557,0.000767361592840743,-0.00315869245666889,0.00476142085767117,0.00928947080402054,0.0108541482640088,0.00954806644278694,0.00197260337936989,0.000159172304354804,-0.00641713432063362,0.00581527024623618,0,-0.000140007000578812,0.0130520087028545,0,0.00597378513440994,0,-0.000649561568795143,-0.000132652384620791,-0.00302023787421613,0.000474721110268028
"32",2019-07-31,0.00805678731418702,0.00393743883207964,0.00580126393550451,0.00195503483580328,0.00639294038626215,0.0145474175044926,0.00328543810251603,-0.0000979415942410355,-0.0091150503434001,0.000368120747761047,0.00662591618822272,-0.000137561042929057,0.00247524878854266,0.00379507096855125,-0.00417537141048063,-0.00101142923561159,-0.000876232257596588,-0.000318369948566044,-0.000780640164545598,-0.00615180062127862,-0.0149121151201701,-0.00056022410428902,0.0145622331006852,0,0.022138395604145,-0.0000204004610511177,-0.00135043909787136,-0.000132669983610612,-0.0112548716567589,-0.000474721110268028
"33",2019-08-01,0.0187728213395513,-0.001642320362226,0.00616164363519101,0.0299596407577418,0.02612630459222,0.0225712023371569,0.00626421818497036,0.00387767890613322,0.0171114969369723,-0.000245398774238126,0.0479794530588231,-0.000825763878467889,0.0457049853071854,0.00857197088304673,0.0151003246746431,0.0174545508643882,0.0407956956866067,0.000477516921130849,-0.000195255296920216,-0.00224643473107733,-0.0200970569930643,0.0146028601452208,0.0106411518615674,0,0.0159418203681057,0.0000204004610511177,-0.119868542147405,-0.000398115591483617,0.00122286777697012,0.00189753377619128
"34",2019-08-02,0.0333005002941658,0.0150256110974532,0.0404376081631277,0.085091492044711,0.109791943108376,0.0742624970915076,0.0105124009840898,0.00337662658486693,0.0630750232053536,0.000858632374126422,0.0784305030310231,0.00754409997298477,0.0947553749113901,0.0482372467026693,0.031895043918766,0.0585165471126228,0.0835162516731756,0.00111332019451815,0.0176139267821851,0.0115155836795662,0.0925286679810542,0.013439587915455,0.0579622762353127,0,0.0267819472200364,0,0.0134508557136961,0.000663437959715019,0.0136551962492093,0.00354820005609735
"35",2019-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",2019-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",2019-08-05,0.106101489929569,0.0141312217828569,0.0745238590384858,0.0871149942689398,0.14290113749334,0.0944544475482108,0.0114776941077279,0.0248412261369282,0,0.000735384271404627,0.0736601942440798,0.00517924014505944,0.0963512027032465,0.0657070126465493,0.0591826142924345,0.0614738975015423,0.12021003885589,0.00254008709362186,0.0570518165324962,-0.00680388548567734,0.0317811545908162,0.0404459532493826,0.0501236672787764,0,0.0422663182566811,0.0000611988861987101,0.0294566452975804,0.0388941525478748,0.015253772656163,0.00588583217726146
"38",2019-08-06,-0.010142788095334,0.0106975237690996,-0.0354398737547754,-0.0447522822649069,-0.022127285678911,-0.0271051009094991,0.0063904394666805,-0.018218578403471,0,-0.000122526496507902,-0.013819315400081,-0.000815993517329971,-0.0359161483576012,-0.0274878331753081,0.0152752460950047,-0.0181564261407958,-0.0404502313577026,-0.000793084346431883,0.00343736204573553,-0.00111982094568841,0.000182915676383288,-0.00130907205498865,-0.0323037977454828,-0.0950691343546124,-0.00287345361381242,-0.0000611988861987101,-0.014208573502418,-0.000765794549230314,-0.00237741568144711,-0.000234769340202945
"39",2019-08-07,0.0286074335496824,0.0261321402768484,0.00760790540531708,0.0153758203621095,0.00435153463129456,0.0321902641822289,0.00409379680090094,-0.00138551036325207,0,-0.00540608270806686,0.0226180885877723,-0.000408246586604655,0.0226600832027763,0.00935023174903105,0.00369872647630398,0.00751614132482992,0.0177121173064396,0.00206071246737149,0.0143448757094653,-0.0080999430367914,0.0199191737557642,0.013272803827955,0.0189661310428484,0.000403907813534055,-0.011996805681421,0.0000407996736075944,0.000657714466022696,0.000638202842518254,0.00178359143596873,0.000938746841996796
"40",2019-08-08,-0.0177743142060134,0.00347629599444321,-0.0677871394770948,-0.0732776921572857,-0.011391807265039,-0.0950039772872442,-0.0121638926689247,0.000676884423658208,0,-0.0030847084735397,-0.0178854720876735,-0.00245298569442731,-0.0167791958848937,-0.0706062176999955,-0.0446119609119791,-0.0572318279638107,-0.0243459381383424,-0.000316756416965269,-0.00660893715707633,0.00158013576895843,-0.0335461224912033,-0.000646537812655446,-0.0348441476546055,0,-0.019927523587814,-0.0000612001346587121,-0.0244036290912355,-0.000765892301926918,-0.00984935585033497,-0.000234604106647662
"41",2019-08-09,-0.0513799835143427,-0.0137737068331862,0.00462392932364164,0.00554157589418658,-0.0220086103402855,0.00461991581897525,-0.00171616093268678,-0.00432705402602185,0,-0.00719338336840902,-0.0189594197857215,-0.000136453571883521,-0.0223624429648588,0.0025767854330967,-0.011471051398682,0.0214780877461518,-0.0165053171096288,0.00126642410467248,-0.00503055318871581,-0.00282342499381905,0.0137183940283565,0,0.00719504822183925,0,0.0132674134148854,0,0.114765367839947,0.000127689459408664,-0.00240240355786669,-0.000938967205137864
"42",2019-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",2019-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2019-08-12,0,0.0146207372357496,0.0483287321840082,0.0993894461804929,0.0373570878637626,0.055620812195107,0.000606040219214954,0.0180872711393025,0,-0.00862559257507822,0.0436238825010378,0.00299768585291549,0.0360065814185297,0.0344327072835613,0.0236790858205715,0.0974579757840153,0.01578550422989,0.00221239028294118,0.0442168020039677,-0.0076063260521213,0.0351291567969279,0.0257930539815288,0.0574882864853539,0,0.0477570314772962,0.000040800505932026,-0.0929951961328337,0.000255330015430211,0.00689141304133178,0.00211143773457545
"45",2019-08-13,0,0.111838700637279,-0.0294401279649339,-0.073845589896254,0.0311020996945839,-0.0351939523356073,0.00255479498915978,0.0030146789987775,0,-0.0044039077152549,0.0116020027232411,-0.00313415804691797,0.0186645889761232,-0.0409289406729689,0.0130878396492795,-0.0844242896706451,0.0269950684629778,-0.00126362360835497,-0.0267194800501214,0.0108807601865202,-0.0625687723050783,-0.013451979497165,-0.0585053355251945,0,-0.015453826461421,-0.0000816026766132794,-0.0141077275500248,-0.000255330015430211,0.00446894829863398,-0.00446272026622552
"46",2019-08-14,1.2547563696451,0.00431686403169618,0.0639300291176363,0.0501417991541704,-0.0470235884074577,0.0415155853992273,0.00569115392344521,0.00615969727726462,0,-0.000883113663651791,-0.033019199190135,0.00299809436890719,-0.0454623740767568,0.0287440007272259,0.0296667635582786,0.046677514878807,-0.050675592128048,0.000947867369545996,-0.0566171756403007,0.00382538720317527,-0.00944294080028207,-0.0180487044557065,0.0376808194046676,0,0.0427268893664596,0.0000816026766132794,0.0271519840032131,0.000382970579774877,-0.0170893081110459,0.00469704949986927
"47",2019-08-15,-0.259177558343165,-0.00244393451142688,-0.00881501407159924,-0.0570214331677072,0.0502992965230882,-0.0045396308100516,0.00329939810400415,0.00317555406690229,0,-0.000252461500962475,0.0363527039690323,0.00271776223812825,0.0348630086397153,-0.022330785892513,-0.0108542436605479,-0.0446733236276362,0.0401065312641764,0.00110471091484055,0.0260667314418752,-0.00461478673669724,-0.00465979636386749,0.0253047989234787,0.00975166832626861,0,0.00909817849812633,0,-0.00342196363361236,0,0.00962992696186182,-0.000703152495864501
"48",2019-08-16,-0.0333053605689075,0.00258750952962039,-0.0185937902227886,-0.0343607470713878,-0.0373909927642084,-0.0102401849240614,-0.0021316998379719,-0.00059661189027338,0,0.00151381383772353,-0.0211993263085892,-0.000135712831856871,-0.0328280749207135,-0.0247963954766668,-0.0145444809817574,-0.0344414712031216,-0.0202135493259652,-0.000788954676031572,-0.0307602536223026,0.00483935444480466,-0.0236303612323381,-0.0195971689521359,-0.0371492098588622,-0.000580668795270078,-0.015045603254384,-0.000040800505932026,-0.0112717323842135,-0.000510660039183541,-0.0102348876578682,-0.00234741891830481
"49",2019-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2019-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2019-08-19,0.220900065592308,-0.0022277325874418,0.00681458342528174,-0.000255199695145425,-0.0626542168302722,0.00149782842921464,-0.0000666888963234413,-0.00418627954343354,0,-0.0023979313566338,-0.0338376178258821,-0.00135814227042275,-0.0493069841284912,0.000680619389894943,-0.0151049902458507,-0.00566787838882865,-0.0354979800071011,0,-0.00377074353271212,-0.0049521766934717,-0.00489189900314191,-0.000258732213603174,0.0141585038397016,0,-0.0207969838134607,-0.0000204008772390907,0.00175930552827275,-0.000127705766088226,-0.00850810358697185,0.000469924820677647
"52",2019-08-20,-0.0349955333150582,-0.00635106060889967,0.00288579667840683,0.00737447715836126,-0.0318264316116772,0.0044800712097528,-0.000800613846680953,-0.0137517053966194,0,0.000252684777087175,-0.002453727160594,-0.00190450336439341,-0.020860314052439,-0.0000850520944588595,0.000172935581926659,0.00170373917218081,-0.0311871634378691,0.000631213528926367,-0.0320534110033459,-0.00237221235220986,0,-0.0448517531646235,-0.000836557614404931,0,0.0233080634194902,0.0000612013831711167,0.00438476997394766,0.000510725240927101,0.00213382187350453,0.00258064659349166
"53",2019-08-21,-0.0545147333301355,-0.105505327764372,-0.0167814769620032,-0.0327053740622265,-0.00832644277655392,-0.0195602805842539,-0.00257297186371641,0.000575447586212086,0,0.00176700790643736,-0.00653702161754843,-0.000817327385099098,-0.00583198299593324,-0.0169844535734738,-0.00363794251374472,-0.0169770410340147,-0.0106807501424306,-0.000631213528926367,-0.00390854513605676,-0.00965971486396366,-0.00235663895399529,-0.0210591674270617,-0.0135870224362593,0,-0.00182113551341168,-0.0000612013831711167,-0.00647429014473655,-0.000510725240927101,-0.00304971264123877,-0.00140679976308133
"54",2019-08-22,0.00101834984249827,-0.00576928556439693,-0.00720538372126978,-0.01636352162721,-0.0175017646063371,-0.011102736919498,-0.00308290573240289,-0.00195146981968186,0,0.000252175010792222,-0.0113533143593951,-0.00122724498937732,-0.0219910922557611,-0.00173175209959986,-0.0101169535503418,-0.000769822978741619,-0.0143547839005551,-0.000315756238808973,-0.00707411085262466,0.000228362640864788,-0.00492757476798733,0.000276357608501421,-0.00531633362723305,0,0.008901808479302,0.0000204008772390907,-0.00248009165673846,0.000127705766088226,-0.00397858214176106,0.000234604106647662
"55",2019-08-23,-0.0137472668577594,0.110803897288576,0.00925456476620568,0.0150537637451467,-0.00362280630652245,0.0164570963297201,0.0044537536993916,-0.00278984932991122,0,0,-0.0114836937612139,0.00027285129773702,-0.0118411307420847,0.0116315445690693,0.00663989858687764,0.00115451234682507,-0.0121551760589882,0.000473596977831114,0.00393623810731647,0.0106746414479595,0,-0.000138169257559717,0.0023426695838058,0,0.00131749110232526,0.0000204004610511177,0.00665477500621314,0.000127689459408664,-0.00584347349369763,-0.00258367730337161
"56",2019-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2019-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",2019-08-26,0.00176650645498633,-0.0931575601042161,0.0305988380341988,0.0207530145862913,0.0596697279129939,0.0111218019309218,-0.00815235581084828,-0.00218600402092228,0,0.000756143703324774,0.0261644410194624,-0.0001364163428903,0.0460042326649277,0.0144572634577456,-0.0252195713321157,0.0152674721307884,0.0515739286227594,0.000315606756604581,-0.000196444357767334,-0.000338925609074003,0,0.000276319427013227,0.0000531787604156619,0,0.00481600424924444,-0.0000204004610511177,0.00786244836562222,0.000127673156892882,0.0150010466477184,-0.000470477543375925
"59",2019-08-27,0.0649884732032309,0.0939178374610403,-0.00497584194110434,-0.0108416136786911,-0.0194969620294398,-0.0210449291238861,0.00376572296257471,0.000128720836863216,0,-0.0203621186273182,0.000321422834502982,0.000272814078899231,-0.0207998741106761,-0.015742996288191,0.00338771831529527,-0.00970604251217688,-0.0200006667066694,0,-0.00137619209766582,-0.00203596948509865,0,0.000414336032445561,-0.00117058649101676,0,0.014358232695435,0.0000204004610511177,-0.000217568670970003,0,-0.00548447444215938,0.000940733841719776
"60",2019-08-28,0.0647223769282927,-0.10792927565131,-0.0057171598589294,-0.015958481251245,0.00163934462943338,-0.00950878796902721,-0.000234942691846207,-0.00944043738090095,0,-0.00128650474453185,0.00427579486278784,-0.000136397736008931,0.0020259699350782,-0.00214656846258432,-0.00231667215792886,-0.00845021352450281,-0.00272320728493147,0.000157766033299644,-0.00611743397652065,-0.00875652379692404,0.00728421372198262,-0.000138092936765588,0.00663290749970713,0,0.0109899058004412,0,0.084905769125224,0,0.00305064300041202,-0.000705467401392212
"61",2019-08-29,0,-0.0056600110673104,-0.00986719806569258,-0.020514906223053,-0.0246670191422931,-0.0150083032397186,-0.00285728886596015,-0.00191835665470563,0,-0.00231988762376822,-0.0145046862028817,-0.000545777063623021,-0.0183832119598502,-0.0137610895419611,-0.00698239342042406,-0.019671488354283,-0.0186774327504877,-0.000631213528926367,0.00710062154957614,-0.00366175028673332,-0.0096581020771449,-0.000552562522693201,-0.00509014884818892,0,0.00483805297929774,-0.0000204004610511177,-0.091290685356471,-0.000255362616301547,-0.0091799910282413,0.0037567548292099
"62",2019-08-30,0.543106409212276,-0.0114170455236859,-0.0329635495512841,-0.0264572911966194,-0.0194962733878761,-0.0268458311778579,-0.00553606598893275,0.0000650893351359372,0,-0.00374895403857689,-0.0263173083173731,-0.00191256888901314,-0.0339274011541697,-0.0310658195748905,-0.0155715621437746,-0.0200662340279401,-0.0245090612686587,0.000315656568277589,-0.0126583968719234,0.00263323753964695,-0.0172805578634696,0.000414450513634534,-0.0537247089984918,0,-0.00742004444109856,0.0000204004610511177,-0.0145029975940023,0,-0.00338722417772974,-0.00422734307318828
